  Depth   SampleID      Ti        Ta        P1       P1sigma      P2       P2sigma      DA       DAsigma  
  103.456    242      -16.2     -15.7       2.9302     0.0004     2.9232     0.0003    0.00639    0.00009 
  103.461    242      -15.9     -15.3       2.9329     0.0003     2.9271     0.0002    0.00546    0.00033 
  103.466    242      -16.2     -15.7       2.9370     0.0002     2.9327     0.0003    0.00460    0.00006 
  103.471    242      -15.9     -15.2       2.9396     0.0000     2.9350     0.0004    0.00489    0.00014 
  103.476    242      -16.2     -15.6       2.9395     0.0002     2.9329     0.0004    0.00676    0.00025 
  103.481    242      -16.1     -15.6       2.9359     0.0002     2.9282     0.0001    0.00756    0.00005 
  103.486    242      -15.8     -15.2       2.9331     0.0004     2.9254     0.0001    0.00768    0.00028 
  103.491    242      -15.6     -14.8       2.9320     0.0006     2.9244     0.0001    0.00725    0.00015 
  103.496    242      -16.0     -15.3       2.9332     0.0005     2.9250     0.0004    0.00851    0.00024 
  103.501    242      -15.9     -15.2       2.9340     0.0011     2.9251     0.0005    0.00972    0.00041 
  103.506    242      -15.6     -14.9       2.9349     0.0003     2.9264     0.0001    0.00920    0.00059 
  103.511    242      -15.9     -15.2       2.9334     0.0003     2.9262     0.0002    0.00774    0.00042 
  103.516    242      -15.5     -14.6       2.9306     0.0002     2.9228     0.0003    0.00827    0.00033 
  103.521    242      -15.8     -14.9       2.9278     0.0005     2.9180     0.0008    0.01073    0.00051 
  103.526    242      -15.8     -15.7       2.9298     0.0001     2.9186     0.0004    0.01105    0.00007 
  103.531    242      -15.7     -15.7       2.9327     0.0002     2.9231     0.0002    0.00952    0.00045 
  103.536    242      -15.7     -15.6       2.9313     0.0001     2.9239     0.0002    0.00759    0.00025 
  103.541    242      -15.5     -15.7       2.9243     0.0003     2.9177     0.0004    0.00697    0.00027 
  103.546    242      -15.9     -16.1       2.9172     0.0005     2.9110     0.0010    0.00739    0.00079 
  103.551    242      -15.5     -15.8       2.9135     0.0003     2.9059     0.0004    0.00924    0.00057 
  103.556    242      -15.7     -15.9       2.9103     0.0005     2.8994     0.0001    0.01147    0.00042 
  103.561    242      -15.8     -16.1       2.9058     0.0005     2.8920     0.0004    0.01407    0.00015 
  103.566    242      -15.8     -16.1       2.9048     0.0002     2.8890     0.0002    0.01550    0.00026 
  103.571    242      -15.9     -16.2       2.9034     0.0002     2.8875     0.0002    0.01550    0.00017 
  103.576    242      -15.6     -15.9       2.9012     0.0004     2.8859     0.0002    0.01493    0.00038 
  103.581    242      -15.9     -16.3       2.8990     0.0004     2.8847     0.0002    0.01403    0.00038 
  103.586    242      -16.0     -16.4       2.8981     0.0008     2.8842     0.0004    0.01333    0.00047 
  103.591    242      -16.0     -16.3       2.8980     0.0007     2.8847     0.0006    0.01283    0.00031 
  103.596    242      -15.9     -16.3       2.9012     0.0001     2.8879     0.0002    0.01270    0.00036 
  103.601    242      -16.0     -16.4       2.9076     0.0003     2.8954     0.0001    0.01183    0.00021 
  103.606    242      -15.8     -16.1       2.9201     0.0004     2.9097     0.0005    0.01038    0.00047 
  103.611    242      -16.0     -16.3       2.9341     0.0002     2.9261     0.0005    0.00840    0.00023 
  103.616    242      -16.1     -16.6       2.9440     0.0004     2.9375     0.0003    0.00665    0.00005 
  103.621    242      -15.9     -16.2       2.9512     0.0003     2.9453     0.0006    0.00611    0.00037 
  103.626    242      -15.6     -16.1       2.9551     0.0002     2.9479     0.0004    0.00815    0.00072 
  103.631    242      -15.8     -16.3       2.9570     0.0001     2.9479     0.0003    0.00922    0.00083 
  103.636    242      -15.7     -16.2       2.9554     0.0002     2.9461     0.0002    0.00905    0.00054 
  103.641    242      -15.9     -16.3       2.9503     0.0002     2.9413     0.0007    0.00868    0.00042 
  103.646    242      -16.3     -16.9       2.9431     0.0006     2.9345     0.0007    0.00831    0.00065 
  103.651    242      -16.3     -16.7       2.9341     0.0004     2.9246     0.0008    0.00937    0.00039 
  103.656    242      -16.4     -16.8       2.9246     0.0002     2.9131     0.0003    0.01123    0.00064 
  103.661    242      -16.0     -16.3       2.9165     0.0003     2.9045     0.0005    0.01223    0.00078 
  103.666    242      -16.0     -16.4       2.9132     0.0002     2.9027     0.0002    0.01120    0.00053 
  103.671    242      -15.9     -16.1       2.9152     0.0001     2.9070     0.0002    0.00844    0.00033 
  103.676    242      -15.8     -15.9       2.9215     0.0003     2.9156     0.0001    0.00569    0.00060 
  103.681    242      -16.1     -16.0       2.9303     0.0003     2.9253     0.0002    0.00507    0.00057 
  103.686    242      -15.9     -15.6       2.9387     0.0008     2.9327     0.0003    0.00601    0.00054 
  103.691    242      -15.9     -15.5       2.9437     0.0005     2.9358     0.0006    0.00781    0.00030 
  103.696    242      -16.4     -15.9       2.9463     0.0004     2.9372     0.0004    0.00905    0.00032 
  103.701    242      -16.0     -15.5       2.9455     0.0005     2.9366     0.0004    0.00865    0.00027 
  103.706    242      -16.0     -15.5       2.9416     0.0006     2.9334     0.0006    0.00780    0.00017 
  103.711    242      -16.3     -15.8       2.9343     0.0003     2.9267     0.0002    0.00714    0.00021 
  103.716    242      -15.6     -15.1       2.9282     0.0005     2.9202     0.0003    0.00798    0.00009 
  103.721    242      -15.8     -15.3       2.9263     0.0003     2.9163     0.0001    0.00985    0.00077 
  103.726    242      -16.0     -15.5       2.9249     0.0003     2.9140     0.0002    0.01090    0.00070 
  103.731    242      -15.5     -14.9       2.9221     0.0003     2.9110     0.0002    0.01067    0.00047 
  103.736    242      -15.8     -15.3       2.9216     0.0004     2.9108     0.0005    0.01043    0.00032 
  103.741    242      -15.4     -14.7       2.9294     0.0011     2.9201     0.0010    0.00889    0.00025 
  103.746    242      -15.6     -14.8       2.9378     0.0006     2.9308     0.0008    0.00632    0.00045 
  103.751    242      -15.8     -15.2       2.9396     0.0001     2.9347     0.0002    0.00417    0.00046 
  103.756    242      -15.3     -14.6       2.9354     0.0005     2.9316     0.0002    0.00417    0.00031 
  103.761    242      -15.4     -14.6       2.9316     0.0002     2.9256     0.0001    0.00586    0.00008 
  103.766    242      -15.3     -15.0       2.9306     0.0001     2.9232     0.0003    0.00709    0.00016 
  103.771    242      -15.8     -15.7       2.9319     0.0002     2.9235     0.0003    0.00823    0.00026 
  103.776    242      -15.5     -15.7       2.9336     0.0001     2.9239     0.0001    0.00909    0.00008 
  103.781    242      -15.8     -16.0       2.9324     0.0001     2.9231     0.0001    0.00898    0.00025 
  103.786    242      -15.5     -15.7       2.9282     0.0002     2.9211     0.0001    0.00742    0.00044 
  103.791    242      -15.3     -15.6       2.9224     0.0005     2.9175     0.0003    0.00458    0.00043 
  103.796    242      -15.3     -15.4       2.9197     0.0005     2.9149     0.0003    0.00395    0.00020 
  103.801    242      -15.7     -15.9       2.9206     0.0004     2.9155     0.0005    0.00550    0.00031 
  103.806    242      -15.8     -16.1       2.9239     0.0001     2.9151     0.0004    0.00885    0.00010 
  103.811    242      -15.6     -15.9       2.9277     0.0005     2.9179     0.0007    0.00990    0.00016 
  103.816    242      -15.4     -15.6       2.9301     0.0008     2.9214     0.0008    0.00866    0.00022 
  103.821    242      -15.9     -16.2       2.9288     0.0001     2.9226     0.0002    0.00612    0.00026 
  103.826    242      -15.9     -16.1       2.9295     0.0002     2.9248     0.0002    0.00459    0.00043 
  103.831    242      -15.4     -15.8       2.9337     0.0000     2.9286     0.0000    0.00563    0.00072 
  103.836    242      -15.5     -15.9       2.9370     0.0001     2.9294     0.0001    0.00765    0.00055 
  103.841    242      -15.7     -15.9       2.9356     0.0001     2.9266     0.0001    0.00900    0.00027 
  103.846    242      -15.8     -16.1       2.9306     0.0002     2.9213     0.0003    0.00896    0.00005 
  103.851    242      -16.0     -16.4       2.9259     0.0004     2.9174     0.0005    0.00814    0.00013 
  103.856    242      -15.8     -16.2       2.9232     0.0002     2.9161     0.0003    0.00684    0.00017 
  103.861    242      -15.5     -15.9       2.9248     0.0004     2.9178     0.0002    0.00679    0.00021 
  103.866    242      -16.0     -16.4       2.9281     0.0008     2.9209     0.0006    0.00719    0.00020 
  103.871    242      -15.7     -16.1       2.9279     0.0008     2.9224     0.0006    0.00596    0.00017 
  103.876    242      -16.0     -16.5       2.9206     0.0005     2.9164     0.0002    0.00428    0.00016 
  103.881    242      -15.9     -16.3       2.9119     0.0001     2.9076     0.0001    0.00484    0.00006 
  103.886    242      -16.1     -16.4       2.9099     0.0001     2.9019     0.0002    0.00874    0.00036 
  103.891    242      -16.1     -16.4       2.9135     0.0002     2.9030     0.0002    0.01100    0.00072 
  103.896    242      -16.0     -16.4       2.9203     0.0003     2.9097     0.0003    0.01120    0.00050 
  103.926    243      -15.7     -15.9       2.9150     0.0002     2.9073     0.0004    0.00897    0.00078 
  103.931    243      -15.5     -15.7       2.9286     0.0004     2.9211     0.0005    0.00804    0.00055 
  103.936    243      -15.7     -15.8       2.9410     0.0001     2.9332     0.0001    0.00774    0.00012 
  103.941    243      -15.9     -16.2       2.9449     0.0008     2.9367     0.0006    0.00844    0.00025 
  103.946    243      -15.9     -16.2       2.9432     0.0001     2.9356     0.0002    0.00770    0.00020 
  103.951    243      -15.9     -16.3       2.9362     0.0003     2.9321     0.0003    0.00424    0.00008 
  103.956    243      -16.0     -16.3       2.9320     0.0001     2.9316     0.0001    0.00025    0.00037 
  103.961    243      -15.9     -16.3       2.9312     0.0002     2.9309     0.0001    0.00045    0.00029 
  103.966    243      -16.2     -16.6       2.9326     0.0003     2.9282     0.0005    0.00419    0.00017 
  103.971    243      -15.6     -15.9       2.9338     0.0001     2.9274     0.0000    0.00676    0.00039 
  103.976    243      -16.2     -16.6       2.9299     0.0005     2.9227     0.0006    0.00727    0.00007 
  103.981    243      -15.7     -16.1       2.9252     0.0005     2.9197     0.0002    0.00593    0.00021 
  103.986    243      -16.1     -16.3       2.9220     0.0001     2.9172     0.0002    0.00421    0.00058 
  103.991    243      -16.2     -16.6       2.9210     0.0006     2.9171     0.0002    0.00364    0.00053 
  103.996    243      -15.9     -16.3       2.9256     0.0001     2.9219     0.0002    0.00410    0.00020 
  104.001    243      -15.9     -16.2       2.9288     0.0006     2.9233     0.0006    0.00593    0.00026 
  104.006    243      -15.9     -16.2       2.9306     0.0003     2.9240     0.0005    0.00697    0.00043 
  104.011    243      -15.9     -16.3       2.9297     0.0003     2.9237     0.0003    0.00629    0.00011 
  104.016    243      -16.2     -16.6       2.9292     0.0007     2.9236     0.0001    0.00502    0.00060 
  104.021    243      -16.3     -16.6       2.9280     0.0002     2.9246     0.0003    0.00364    0.00031 
  104.026    243      -15.8     -16.1       2.9301     0.0002     2.9253     0.0007    0.00455    0.00028 
  104.031    243      -15.9     -16.3       2.9317     0.0003     2.9270     0.0004    0.00482    0.00017 
  104.036    243      -15.8     -16.1       2.9322     0.0001     2.9267     0.0005    0.00539    0.00016 
  104.041    243      -16.0     -16.3       2.9337     0.0002     2.9286     0.0001    0.00525    0.00016 
  104.046    243      -16.2     -16.4       2.9337     0.0002     2.9285     0.0000    0.00552    0.00027 
  104.051    243      -16.2     -16.5       2.9311     0.0001     2.9252     0.0002    0.00674    0.00010 
  104.056    243      -16.1     -16.2       2.9278     0.0001     2.9193     0.0001    0.00931    0.00031 
  104.061    243      -16.4     -16.7       2.9269     0.0002     2.9160     0.0002    0.01123    0.00055 
  104.066    243      -16.0     -16.2       2.9283     0.0002     2.9178     0.0003    0.01087    0.00049 
  104.071    243      -16.5     -16.7       2.9325     0.0003     2.9236     0.0004    0.00944    0.00032 
  104.076    243      -16.2     -16.4       2.9364     0.0002     2.9291     0.0004    0.00763    0.00011 
  104.081    243      -16.0     -16.4       2.9387     0.0001     2.9319     0.0001    0.00722    0.00017 
  104.086    243      -16.3     -16.6       2.9425     0.0002     2.9343     0.0002    0.00812    0.00009 
  104.091    243      -16.1     -16.5       2.9453     0.0005     2.9370     0.0003    0.00837    0.00011 
  104.096    243      -16.5     -16.7       2.9471     0.0001     2.9387     0.0002    0.00830    0.00023 
  104.101    243      -16.4     -16.5       2.9455     0.0003     2.9374     0.0002    0.00849    0.00029 
  104.106    243      -16.4     -16.3       2.9419     0.0002     2.9340     0.0003    0.00840    0.00029 
  104.111    243      -16.4     -16.0       2.9388     0.0003     2.9304     0.0003    0.00856    0.00037 
  104.116    243      -16.5     -16.0       2.9352     0.0003     2.9255     0.0003    0.00951    0.00045 
  104.121    243      -15.9     -15.4       2.9346     0.0002     2.9231     0.0003    0.01110    0.00036 
  104.126    243      -16.3     -15.7       2.9383     0.0003     2.9257     0.0005    0.01200    0.00056 
  104.131    243      -15.8     -15.3       2.9426     0.0002     2.9303     0.0001    0.01140    0.00085 
